role,n,file,title,foundation
02,98,F02_0098.jpg,倒圓 18,Pye Workmanship / Norman Everyday Things
02,99,F02_0099.jpg,木色家族 19,Itten Art of Color / Albers Interaction of Color
02,100,F02_0100.jpg,場景尺度 20,Ching Interior Design Illustrated / Alexander Pattern Language
02,101,F02_0101.jpg,控制線 21,Ching Form Space and Order
02,102,F02_0102.jpg,比例校核 22,Wong Principles of Form / Rams Less but Better
02,103,F02_0103.jpg,倒圓 23,Pye Workmanship / Norman Everyday Things
02,104,F02_0104.jpg,木色家族 24,Itten Art of Color / Albers Interaction of Color
02,105,F02_0105.jpg,場景尺度 25,Ching Interior Design Illustrated / Alexander Pattern Language
02,106,F02_0106.jpg,控制線 26,Ching Form Space and Order
02,107,F02_0107.jpg,比例校核 27,Wong Principles of Form / Rams Less but Better
02,108,F02_0108.jpg,倒圓 28,Pye Workmanship / Norman Everyday Things
02,109,F02_0109.jpg,木色家族 29,Itten Art of Color / Albers Interaction of Color
02,110,F02_0110.jpg,場景尺度 30,Ching Interior Design Illustrated / Alexander Pattern Language
02,111,F02_0111.jpg,控制線 31,Ching Form Space and Order
02,112,F02_0112.jpg,比例校核 32,Wong Principles of Form / Rams Less but Better
02,113,F02_0113.jpg,倒圓 33,Pye Workmanship / Norman Everyday Things
02,114,F02_0114.jpg,木色家族 34,Itten Art of Color / Albers Interaction of Color
02,115,F02_0115.jpg,場景尺度 35,Ching Interior Design Illustrated / Alexander Pattern Language
02,116,F02_0116.jpg,控制線 36,Ching Form Space and Order
02,117,F02_0117.jpg,比例校核 37,Wong Principles of Form / Rams Less but Better
02,118,F02_0118.jpg,倒圓 38,Pye Workmanship / Norman Everyday Things
02,119,F02_0119.jpg,木色家族 39,Itten Art of Color / Albers Interaction of Color
02,120,F02_0120.jpg,場景尺度 40,Ching Interior Design Illustrated / Alexander Pattern Language
02,121,F02_0121.jpg,控制線 41,Ching Form Space and Order
02,122,F02_0122.jpg,比例校核 42,Wong Principles of Form / Rams Less but Better
02,123,F02_0123.jpg,倒圓 43,Pye Workmanship / Norman Everyday Things
02,124,F02_0124.jpg,木色家族 44,Itten Art of Color / Albers Interaction of Color
02,125,F02_0125.jpg,場景尺度 45,Ching Interior Design Illustrated / Alexander Pattern Language
02,126,F02_0126.jpg,控制線 46,Ching Form Space and Order
02,127,F02_0127.jpg,比例校核 47,Wong Principles of Form / Rams Less but Better
02,128,F02_0128.jpg,倒圓 48,Pye Workmanship / Norman Everyday Things
02,129,F02_0129.jpg,木色家族 49,Itten Art of Color / Albers Interaction of Color
02,130,F02_0130.jpg,場景尺度 50,Ching Interior Design Illustrated / Alexander Pattern Language
02,131,F02_0131.jpg,控制線 51,Ching Form Space and Order
02,132,F02_0132.jpg,比例校核 52,Wong Principles of Form / Rams Less but Better
02,133,F02_0133.jpg,倒圓 53,Pye Workmanship / Norman Everyday Things
02,134,F02_0134.jpg,木色家族 54,Itten Art of Color / Albers Interaction of Color
02,135,F02_0135.jpg,場景尺度 55,Ching Interior Design Illustrated / Alexander Pattern Language
02,136,F02_0136.jpg,控制線 56,Ching Form Space and Order
02,137,F02_0137.jpg,比例校核 57,Wong Principles of Form / Rams Less but Better
02,138,F02_0138.jpg,倒圓 58,Pye Workmanship / Norman Everyday Things
02,139,F02_0139.jpg,木色家族 59,Itten Art of Color / Albers Interaction of Color
02,140,F02_0140.jpg,場景尺度 60,Ching Interior Design Illustrated / Alexander Pattern Language
02,141,F02_0141.jpg,控制線 61,Ching Form Space and Order
02,142,F02_0142.jpg,比例校核 62,Wong Principles of Form / Rams Less but Better
02,143,F02_0143.jpg,倒圓 63,Pye Workmanship / Norman Everyday Things
02,144,F02_0144.jpg,木色家族 64,Itten Art of Color / Albers Interaction of Color
02,145,F02_0145.jpg,場景尺度 65,Ching Interior Design Illustrated / Alexander Pattern Language
02,146,F02_0146.jpg,控制線 66,Ching Form Space and Order
02,147,F02_0147.jpg,比例校核 67,Wong Principles of Form / Rams Less but Better
02,148,F02_0148.jpg,倒圓 68,Pye Workmanship / Norman Everyday Things
02,149,F02_0149.jpg,木色家族 69,Itten Art of Color / Albers Interaction of Color
02,150,F02_0150.jpg,場景尺度 70,Ching Interior Design Illustrated / Alexander Pattern Language
02,151,F02_0151.jpg,控制線 71,Ching Form Space and Order
02,152,F02_0152.jpg,比例校核 72,Wong Principles of Form / Rams Less but Better
02,153,F02_0153.jpg,倒圓 73,Pye Workmanship / Norman Everyday Things
02,154,F02_0154.jpg,木色家族 74,Itten Art of Color / Albers Interaction of Color
02,155,F02_0155.jpg,場景尺度 75,Ching Interior Design Illustrated / Alexander Pattern Language
02,156,F02_0156.jpg,控制線 76,Ching Form Space and Order
02,157,F02_0157.jpg,比例校核 77,Wong Principles of Form / Rams Less but Better
02,158,F02_0158.jpg,倒圓 78,Pye Workmanship / Norman Everyday Things
02,159,F02_0159.jpg,木色家族 79,Itten Art of Color / Albers Interaction of Color
02,160,F02_0160.jpg,場景尺度 80,Ching Interior Design Illustrated / Alexander Pattern Language
02,161,F02_0161.jpg,控制線 81,Ching Form Space and Order
02,162,F02_0162.jpg,比例校核 82,Wong Principles of Form / Rams Less but Better
02,163,F02_0163.jpg,倒圓 83,Pye Workmanship / Norman Everyday Things
02,164,F02_0164.jpg,木色家族 84,Itten Art of Color / Albers Interaction of Color
02,165,F02_0165.jpg,場景尺度 85,Ching Interior Design Illustrated / Alexander Pattern Language
02,166,F02_0166.jpg,控制線 86,Ching Form Space and Order
02,167,F02_0167.jpg,比例校核 87,Wong Principles of Form / Rams Less but Better
02,168,F02_0168.jpg,倒圓 88,Pye Workmanship / Norman Everyday Things
02,169,F02_0169.jpg,木色家族 89,Itten Art of Color / Albers Interaction of Color
02,170,F02_0170.jpg,場景尺度 90,Ching Interior Design Illustrated / Alexander Pattern Language
02,171,F02_0171.jpg,控制線 91,Ching Form Space and Order
02,172,F02_0172.jpg,比例校核 92,Wong Principles of Form / Rams Less but Better
02,173,F02_0173.jpg,倒圓 93,Pye Workmanship / Norman Everyday Things
02,174,F02_0174.jpg,木色家族 94,Itten Art of Color / Albers Interaction of Color
02,175,F02_0175.jpg,場景尺度 95,Ching Interior Design Illustrated / Alexander Pattern Language
02,176,F02_0176.jpg,控制線 96,Ching Form Space and Order
02,177,F02_0177.jpg,比例校核 97,Wong Principles of Form / Rams Less but Better
02,178,F02_0178.jpg,倒圓 98,Pye Workmanship / Norman Everyday Things
02,179,F02_0179.jpg,木色家族 99,Itten Art of Color / Albers Interaction of Color
02,180,F02_0180.jpg,場景尺度 100,Ching Interior Design Illustrated / Alexander Pattern Language
02,181,F02_0181.jpg,控制線 101,Ching Form Space and Order
02,182,F02_0182.jpg,比例校核 102,Wong Principles of Form / Rams Less but Better
02,183,F02_0183.jpg,倒圓 103,Pye Workmanship / Norman Everyday Things
02,184,F02_0184.jpg,木色家族 104,Itten Art of Color / Albers Interaction of Color
02,185,F02_0185.jpg,場景尺度 105,Ching Interior Design Illustrated / Alexander Pattern Language
02,186,F02_0186.jpg,控制線 106,Ching Form Space and Order
02,187,F02_0187.jpg,比例校核 107,Wong Principles of Form / Rams Less but Better
02,188,F02_0188.jpg,倒圓 108,Pye Workmanship / Norman Everyday Things
02,189,F02_0189.jpg,木色家族 109,Itten Art of Color / Albers Interaction of Color
02,190,F02_0190.jpg,場景尺度 110,Ching Interior Design Illustrated / Alexander Pattern Language
02,191,F02_0191.jpg,控制線 111,Ching Form Space and Order
02,192,F02_0192.jpg,比例校核 112,Wong Principles of Form / Rams Less but Better
02,193,F02_0193.jpg,倒圓 113,Pye Workmanship / Norman Everyday Things
02,194,F02_0194.jpg,木色家族 114,Itten Art of Color / Albers Interaction of Color
02,195,F02_0195.jpg,場景尺度 115,Ching Interior Design Illustrated / Alexander Pattern Language
02,196,F02_0196.jpg,控制線 116,Ching Form Space and Order
02,197,F02_0197.jpg,比例校核 117,Wong Principles of Form / Rams Less but Better
02,198,F02_0198.jpg,倒圓 118,Pye Workmanship / Norman Everyday Things
02,199,F02_0199.jpg,木色家族 119,Itten Art of Color / Albers Interaction of Color
02,200,F02_0200.jpg,場景尺度 120,Ching Interior Design Illustrated / Alexander Pattern Language
02,201,F02_0201.jpg,控制線 121,Ching Form Space and Order
02,202,F02_0202.jpg,比例校核 122,Wong Principles of Form / Rams Less but Better
02,203,F02_0203.jpg,倒圓 123,Pye Workmanship / Norman Everyday Things
02,204,F02_0204.jpg,木色家族 124,Itten Art of Color / Albers Interaction of Color
02,205,F02_0205.jpg,場景尺度 125,Ching Interior Design Illustrated / Alexander Pattern Language
02,206,F02_0206.jpg,控制線 126,Ching Form Space and Order
02,207,F02_0207.jpg,比例校核 127,Wong Principles of Form / Rams Less but Better
02,208,F02_0208.jpg,倒圓 128,Pye Workmanship / Norman Everyday Things
02,209,F02_0209.jpg,木色家族 129,Itten Art of Color / Albers Interaction of Color
02,210,F02_0210.jpg,場景尺度 130,Ching Interior Design Illustrated / Alexander Pattern Language
02,211,F02_0211.jpg,控制線 131,Ching Form Space and Order
02,212,F02_0212.jpg,比例校核 132,Wong Principles of Form / Rams Less but Better
02,213,F02_0213.jpg,倒圓 133,Pye Workmanship / Norman Everyday Things
02,214,F02_0214.jpg,木色家族 134,Itten Art of Color / Albers Interaction of Color
02,215,F02_0215.jpg,場景尺度 135,Ching Interior Design Illustrated / Alexander Pattern Language
02,216,F02_0216.jpg,控制線 136,Ching Form Space and Order
02,217,F02_0217.jpg,比例校核 137,Wong Principles of Form / Rams Less but Better
02,218,F02_0218.jpg,倒圓 138,Pye Workmanship / Norman Everyday Things
02,219,F02_0219.jpg,木色家族 139,Itten Art of Color / Albers Interaction of Color
02,220,F02_0220.jpg,場景尺度 140,Ching Interior Design Illustrated / Alexander Pattern Language
02,221,F02_0221.jpg,控制線 141,Ching Form Space and Order
02,222,F02_0222.jpg,比例校核 142,Wong Principles of Form / Rams Less but Better
02,223,F02_0223.jpg,倒圓 143,Pye Workmanship / Norman Everyday Things
02,224,F02_0224.jpg,木色家族 144,Itten Art of Color / Albers Interaction of Color
02,225,F02_0225.jpg,場景尺度 145,Ching Interior Design Illustrated / Alexander Pattern Language
02,226,F02_0226.jpg,控制線 146,Ching Form Space and Order
02,227,F02_0227.jpg,比例校核 147,Wong Principles of Form / Rams Less but Better
02,228,F02_0228.jpg,倒圓 148,Pye Workmanship / Norman Everyday Things
02,229,F02_0229.jpg,木色家族 149,Itten Art of Color / Albers Interaction of Color
02,230,F02_0230.jpg,場景尺度 150,Ching Interior Design Illustrated / Alexander Pattern Language
02,231,F02_0231.jpg,控制線 151,Ching Form Space and Order
02,232,F02_0232.jpg,比例校核 152,Wong Principles of Form / Rams Less but Better
02,233,F02_0233.jpg,倒圓 153,Pye Workmanship / Norman Everyday Things
02,234,F02_0234.jpg,木色家族 154,Itten Art of Color / Albers Interaction of Color
02,235,F02_0235.jpg,場景尺度 155,Ching Interior Design Illustrated / Alexander Pattern Language
02,236,F02_0236.jpg,控制線 156,Ching Form Space and Order
02,237,F02_0237.jpg,比例校核 157,Wong Principles of Form / Rams Less but Better
02,238,F02_0238.jpg,倒圓 158,Pye Workmanship / Norman Everyday Things
02,239,F02_0239.jpg,木色家族 159,Itten Art of Color / Albers Interaction of Color
02,240,F02_0240.jpg,場景尺度 160,Ching Interior Design Illustrated / Alexander Pattern Language
02,241,F02_0241.jpg,控制線 161,Ching Form Space and Order
02,242,F02_0242.jpg,比例校核 162,Wong Principles of Form / Rams Less but Better
02,243,F02_0243.jpg,倒圓 163,Pye Workmanship / Norman Everyday Things
02,244,F02_0244.jpg,木色家族 164,Itten Art of Color / Albers Interaction of Color
02,245,F02_0245.jpg,場景尺度 165,Ching Interior Design Illustrated / Alexander Pattern Language
02,246,F02_0246.jpg,控制線 166,Ching Form Space and Order
02,247,F02_0247.jpg,比例校核 167,Wong Principles of Form / Rams Less but Better
02,248,F02_0248.jpg,倒圓 168,Pye Workmanship / Norman Everyday Things
02,249,F02_0249.jpg,木色家族 169,Itten Art of Color / Albers Interaction of Color
02,250,F02_0250.jpg,場景尺度 170,Ching Interior Design Illustrated / Alexander Pattern Language
02,251,F02_0251.jpg,控制線 171,Ching Form Space and Order
02,252,F02_0252.jpg,比例校核 172,Wong Principles of Form / Rams Less but Better
02,253,F02_0253.jpg,倒圓 173,Pye Workmanship / Norman Everyday Things
02,254,F02_0254.jpg,木色家族 174,Itten Art of Color / Albers Interaction of Color
02,255,F02_0255.jpg,場景尺度 175,Ching Interior Design Illustrated / Alexander Pattern Language
02,256,F02_0256.jpg,控制線 176,Ching Form Space and Order
02,257,F02_0257.jpg,比例校核 177,Wong Principles of Form / Rams Less but Better
02,258,F02_0258.jpg,倒圓 178,Pye Workmanship / Norman Everyday Things
02,259,F02_0259.jpg,木色家族 179,Itten Art of Color / Albers Interaction of Color
02,260,F02_0260.jpg,場景尺度 180,Ching Interior Design Illustrated / Alexander Pattern Language
02,261,F02_0261.jpg,浪形椅接地線 01,Ching Form Space and Order
02,262,F02_0262.jpg,負空間是否可讀 02,Pye Nature of Workmanship
02,263,F02_0263.jpg,扶手開口正視 03,Rams Less but Better
02,264,F02_0264.jpg,木布分模退唇 04,Postell Furniture Design
02,265,F02_0265.jpg,花座五瓣節奏 05,Pallasmaa Eyes of the Skin
02,266,F02_0266.jpg,掛鉤 120° 陣列 06,Ching Form Space and Order
02,267,F02_0267.jpg,熊牌尺度 07,Pye Nature of Workmanship
02,268,F02_0268.jpg,繪圖櫃 R180 家族 08,Rams Less but Better
02,269,F02_0269.jpg,層板外伸當把手 09,Postell Furniture Design
02,270,F02_0270.jpg,兒童 vs 成人視線 10,Pallasmaa Eyes of the Skin
02,271,F02_0271.jpg,客廳走道 900 11,Ching Form Space and Order
02,272,F02_0272.jpg,玄關短掛 12,Pye Nature of Workmanship
02,273,F02_0273.jpg,酒店大堂尺度 13,Rams Less but Better
02,274,F02_0274.jpg,觸覺先於照片 14,Postell Furniture Design
02,275,F02_0275.jpg,少即是清楚 15,Pallasmaa Eyes of the Skin
02,276,F02_0276.jpg,浪形椅接地線 16,Ching Form Space and Order
02,277,F02_0277.jpg,負空間是否可讀 17,Pye Nature of Workmanship
02,278,F02_0278.jpg,扶手開口正視 18,Rams Less but Better
02,279,F02_0279.jpg,木布分模退唇 19,Postell Furniture Design
02,280,F02_0280.jpg,花座五瓣節奏 20,Pallasmaa Eyes of the Skin
02,281,F02_0281.jpg,掛鉤 120° 陣列 21,Ching Form Space and Order
02,282,F02_0282.jpg,熊牌尺度 22,Pye Nature of Workmanship
02,283,F02_0283.jpg,繪圖櫃 R180 家族 23,Rams Less but Better
02,284,F02_0284.jpg,層板外伸當把手 24,Postell Furniture Design
02,285,F02_0285.jpg,兒童 vs 成人視線 25,Pallasmaa Eyes of the Skin
02,286,F02_0286.jpg,客廳走道 900 26,Ching Form Space and Order
02,287,F02_0287.jpg,玄關短掛 27,Pye Nature of Workmanship
02,288,F02_0288.jpg,酒店大堂尺度 28,Rams Less but Better
02,289,F02_0289.jpg,觸覺先於照片 29,Postell Furniture Design
02,290,F02_0290.jpg,少即是清楚 30,Pallasmaa Eyes of the Skin
02,291,F02_0291.jpg,浪形椅接地線 31,Ching Form Space and Order
02,292,F02_0292.jpg,負空間是否可讀 32,Pye Nature of Workmanship
02,293,F02_0293.jpg,扶手開口正視 33,Rams Less but Better
02,294,F02_0294.jpg,木布分模退唇 34,Postell Furniture Design
02,295,F02_0295.jpg,花座五瓣節奏 35,Pallasmaa Eyes of the Skin
02,296,F02_0296.jpg,掛鉤 120° 陣列 36,Ching Form Space and Order
02,297,F02_0297.jpg,熊牌尺度 37,Pye Nature of Workmanship
02,298,F02_0298.jpg,繪圖櫃 R180 家族 38,Rams Less but Better
02,299,F02_0299.jpg,層板外伸當把手 39,Postell Furniture Design
02,300,F02_0300.jpg,兒童 vs 成人視線 40,Pallasmaa Eyes of the Skin
02,301,F02_0301.jpg,客廳走道 900 41,Ching Form Space and Order
02,302,F02_0302.jpg,玄關短掛 42,Pye Nature of Workmanship
02,303,F02_0303.jpg,酒店大堂尺度 43,Rams Less but Better
02,304,F02_0304.jpg,觸覺先於照片 44,Postell Furniture Design
02,305,F02_0305.jpg,少即是清楚 45,Pallasmaa Eyes of the Skin
02,306,F02_0306.jpg,浪形椅接地線 46,Ching Form Space and Order
02,307,F02_0307.jpg,負空間是否可讀 47,Pye Nature of Workmanship
02,308,F02_0308.jpg,扶手開口正視 48,Rams Less but Better
02,309,F02_0309.jpg,木布分模退唇 49,Postell Furniture Design
02,310,F02_0310.jpg,花座五瓣節奏 50,Pallasmaa Eyes of the Skin
02,311,F02_0311.jpg,掛鉤 120° 陣列 51,Ching Form Space and Order
02,312,F02_0312.jpg,熊牌尺度 52,Pye Nature of Workmanship
02,313,F02_0313.jpg,繪圖櫃 R180 家族 53,Rams Less but Better
02,314,F02_0314.jpg,層板外伸當把手 54,Postell Furniture Design
02,315,F02_0315.jpg,兒童 vs 成人視線 55,Pallasmaa Eyes of the Skin
02,316,F02_0316.jpg,客廳走道 900 56,Ching Form Space and Order
02,317,F02_0317.jpg,玄關短掛 57,Pye Nature of Workmanship
02,318,F02_0318.jpg,酒店大堂尺度 58,Rams Less but Better
02,319,F02_0319.jpg,觸覺先於照片 59,Postell Furniture Design
02,320,F02_0320.jpg,少即是清楚 60,Pallasmaa Eyes of the Skin
02,321,F02_0321.jpg,浪形椅接地線 61,Ching Form Space and Order
02,322,F02_0322.jpg,負空間是否可讀 62,Pye Nature of Workmanship
02,323,F02_0323.jpg,扶手開口正視 63,Rams Less but Better
02,324,F02_0324.jpg,木布分模退唇 64,Postell Furniture Design
02,325,F02_0325.jpg,花座五瓣節奏 65,Pallasmaa Eyes of the Skin
02,326,F02_0326.jpg,掛鉤 120° 陣列 66,Ching Form Space and Order
02,327,F02_0327.jpg,熊牌尺度 67,Pye Nature of Workmanship
02,328,F02_0328.jpg,繪圖櫃 R180 家族 68,Rams Less but Better
02,329,F02_0329.jpg,層板外伸當把手 69,Postell Furniture Design
02,330,F02_0330.jpg,兒童 vs 成人視線 70,Pallasmaa Eyes of the Skin
02,331,F02_0331.jpg,客廳走道 900 71,Ching Form Space and Order
02,332,F02_0332.jpg,玄關短掛 72,Pye Nature of Workmanship
02,333,F02_0333.jpg,酒店大堂尺度 73,Rams Less but Better
02,334,F02_0334.jpg,觸覺先於照片 74,Postell Furniture Design
02,335,F02_0335.jpg,少即是清楚 75,Pallasmaa Eyes of the Skin
02,336,F02_0336.jpg,浪形椅接地線 76,Ching Form Space and Order
02,337,F02_0337.jpg,負空間是否可讀 77,Pye Nature of Workmanship
02,338,F02_0338.jpg,扶手開口正視 78,Rams Less but Better
02,339,F02_0339.jpg,木布分模退唇 79,Postell Furniture Design
02,340,F02_0340.jpg,花座五瓣節奏 80,Pallasmaa Eyes of the Skin
03,1,F03_0001.jpg,年輪與受力 · 白橡導管 01,Hoadley Understanding Wood / FPL Wood Handbook
03,2,F03_0002.jpg,含水率 · 橡膠木均質 02,Hoadley Understanding Wood / FPL Wood Handbook
03,3,F03_0003.jpg,接合面積 · 松木20mm 03,Eckelman Furniture Strength / Rogowski Joinery
03,4,F03_0004.jpg,力流 · 山毛櫸移動 04,Hibbeler Mechanics of Materials / Gordon Structures
03,5,F03_0005.jpg,試驗次數 · 胡桃色重 05,EN 1728 / BIFMA X5.1 / Eckelman
03,6,F03_0006.jpg,年輪與受力 · 端紋封油 06,Hoadley Understanding Wood / FPL Wood Handbook
