id,file,title,teaches,foundation,family
F03-0017,F03_0017.jpg,含水率 · 花座傾覆 17,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0018,F03_0018.jpg,接合面積 · 抽板偏載 18,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0019,F03_0019.jpg,力流 · 盆底32 19,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0020,F03_0020.jpg,試驗次數 · 扶手根45 20,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0021,F03_0021.jpg,年輪與受力 · 白橡導管 21,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0022,F03_0022.jpg,含水率 · 橡膠木均質 22,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0023,F03_0023.jpg,接合面積 · 松木20mm 23,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0024,F03_0024.jpg,力流 · 山毛櫸移動 24,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0025,F03_0025.jpg,試驗次數 · 胡桃色重 25,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0026,F03_0026.jpg,年輪與受力 · 端紋封油 26,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0027,F03_0027.jpg,含水率 · 徑切 vs 弦切 27,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0028,F03_0028.jpg,接合面積 · 節疤避開受拉 28,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0029,F03_0029.jpg,力流 · 層積順紋 29,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0030,F03_0030.jpg,試驗次數 · 指接接頭 30,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0031,F03_0031.jpg,年輪與受力 · 圓榫 H7 31,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0032,F03_0032.jpg,含水率 · Domino 32,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0033,F03_0033.jpg,接合面積 · 螺紋牙對橫紋 33,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0034,F03_0034.jpg,力流 · 軸承鎖 34,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0035,F03_0035.jpg,試驗次數 · 牆扣路徑 35,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0036,F03_0036.jpg,年輪與受力 · 前舌不懸臂 36,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0037,F03_0037.jpg,含水率 · 花座傾覆 37,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0038,F03_0038.jpg,接合面積 · 抽板偏載 38,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0039,F03_0039.jpg,力流 · 盆底32 39,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0040,F03_0040.jpg,試驗次數 · 扶手根45 40,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0041,F03_0041.jpg,年輪與受力 · 白橡導管 41,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0042,F03_0042.jpg,含水率 · 橡膠木均質 42,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0043,F03_0043.jpg,接合面積 · 松木20mm 43,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0044,F03_0044.jpg,力流 · 山毛櫸移動 44,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0045,F03_0045.jpg,試驗次數 · 胡桃色重 45,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0046,F03_0046.jpg,年輪與受力 · 端紋封油 46,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0047,F03_0047.jpg,含水率 · 徑切 vs 弦切 47,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0048,F03_0048.jpg,接合面積 · 節疤避開受拉 48,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0049,F03_0049.jpg,力流 · 層積順紋 49,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0050,F03_0050.jpg,試驗次數 · 指接接頭 50,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0051,F03_0051.jpg,年輪與受力 · 圓榫 H7 51,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0052,F03_0052.jpg,含水率 · Domino 52,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0053,F03_0053.jpg,接合面積 · 螺紋牙對橫紋 53,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0054,F03_0054.jpg,力流 · 軸承鎖 54,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0055,F03_0055.jpg,試驗次數 · 牆扣路徑 55,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0056,F03_0056.jpg,年輪與受力 · 前舌不懸臂 56,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0057,F03_0057.jpg,含水率 · 花座傾覆 57,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0058,F03_0058.jpg,接合面積 · 抽板偏載 58,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0059,F03_0059.jpg,力流 · 盆底32 59,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0060,F03_0060.jpg,試驗次數 · 扶手根45 60,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0061,F03_0061.jpg,年輪與受力 · 白橡導管 61,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0062,F03_0062.jpg,含水率 · 橡膠木均質 62,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0063,F03_0063.jpg,接合面積 · 松木20mm 63,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0064,F03_0064.jpg,力流 · 山毛櫸移動 64,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0065,F03_0065.jpg,試驗次數 · 胡桃色重 65,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0066,F03_0066.jpg,年輪與受力 · 端紋封油 66,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0067,F03_0067.jpg,含水率 · 徑切 vs 弦切 67,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0068,F03_0068.jpg,接合面積 · 節疤避開受拉 68,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0069,F03_0069.jpg,力流 · 層積順紋 69,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0070,F03_0070.jpg,試驗次數 · 指接接頭 70,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0071,F03_0071.jpg,年輪與受力 · 圓榫 H7 71,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0072,F03_0072.jpg,含水率 · Domino 72,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0073,F03_0073.jpg,接合面積 · 螺紋牙對橫紋 73,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0074,F03_0074.jpg,力流 · 軸承鎖 74,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0075,F03_0075.jpg,試驗次數 · 牆扣路徑 75,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0076,F03_0076.jpg,年輪與受力 · 前舌不懸臂 76,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0077,F03_0077.jpg,含水率 · 花座傾覆 77,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0078,F03_0078.jpg,接合面積 · 抽板偏載 78,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0079,F03_0079.jpg,力流 · 盆底32 79,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0080,F03_0080.jpg,試驗次數 · 扶手根45 80,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0081,F03_0081.jpg,年輪與受力 · 白橡導管 81,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0082,F03_0082.jpg,含水率 · 橡膠木均質 82,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0083,F03_0083.jpg,接合面積 · 松木20mm 83,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0084,F03_0084.jpg,力流 · 山毛櫸移動 84,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0085,F03_0085.jpg,試驗次數 · 胡桃色重 85,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0086,F03_0086.jpg,年輪與受力 · 端紋封油 86,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0087,F03_0087.jpg,含水率 · 徑切 vs 弦切 87,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0088,F03_0088.jpg,接合面積 · 節疤避開受拉 88,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0089,F03_0089.jpg,力流 · 層積順紋 89,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0090,F03_0090.jpg,試驗次數 · 指接接頭 90,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0091,F03_0091.jpg,年輪與受力 · 圓榫 H7 91,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0092,F03_0092.jpg,含水率 · Domino 92,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0093,F03_0093.jpg,接合面積 · 螺紋牙對橫紋 93,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0094,F03_0094.jpg,力流 · 軸承鎖 94,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0095,F03_0095.jpg,試驗次數 · 牆扣路徑 95,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0096,F03_0096.jpg,年輪與受力 · 前舌不懸臂 96,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0097,F03_0097.jpg,含水率 · 花座傾覆 97,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0098,F03_0098.jpg,接合面積 · 抽板偏載 98,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0099,F03_0099.jpg,力流 · 盆底32 99,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0100,F03_0100.jpg,試驗次數 · 扶手根45 100,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0101,F03_0101.jpg,年輪與受力 · 白橡導管 101,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0102,F03_0102.jpg,含水率 · 橡膠木均質 102,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0103,F03_0103.jpg,接合面積 · 松木20mm 103,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0104,F03_0104.jpg,力流 · 山毛櫸移動 104,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0105,F03_0105.jpg,試驗次數 · 胡桃色重 105,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0106,F03_0106.jpg,年輪與受力 · 端紋封油 106,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0107,F03_0107.jpg,含水率 · 徑切 vs 弦切 107,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0108,F03_0108.jpg,接合面積 · 節疤避開受拉 108,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0109,F03_0109.jpg,力流 · 層積順紋 109,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0110,F03_0110.jpg,試驗次數 · 指接接頭 110,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0111,F03_0111.jpg,年輪與受力 · 圓榫 H7 111,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0112,F03_0112.jpg,含水率 · Domino 112,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0113,F03_0113.jpg,接合面積 · 螺紋牙對橫紋 113,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0114,F03_0114.jpg,力流 · 軸承鎖 114,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0115,F03_0115.jpg,試驗次數 · 牆扣路徑 115,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0116,F03_0116.jpg,年輪與受力 · 前舌不懸臂 116,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0117,F03_0117.jpg,含水率 · 花座傾覆 117,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0118,F03_0118.jpg,接合面積 · 抽板偏載 118,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0119,F03_0119.jpg,力流 · 盆底32 119,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0120,F03_0120.jpg,試驗次數 · 扶手根45 120,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0121,F03_0121.jpg,年輪與受力 · 白橡導管 121,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0122,F03_0122.jpg,含水率 · 橡膠木均質 122,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0123,F03_0123.jpg,接合面積 · 松木20mm 123,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0124,F03_0124.jpg,力流 · 山毛櫸移動 124,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0125,F03_0125.jpg,試驗次數 · 胡桃色重 125,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0126,F03_0126.jpg,年輪與受力 · 端紋封油 126,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0127,F03_0127.jpg,含水率 · 徑切 vs 弦切 127,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0128,F03_0128.jpg,接合面積 · 節疤避開受拉 128,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0129,F03_0129.jpg,力流 · 層積順紋 129,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0130,F03_0130.jpg,試驗次數 · 指接接頭 130,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0131,F03_0131.jpg,年輪與受力 · 圓榫 H7 131,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0132,F03_0132.jpg,含水率 · Domino 132,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0133,F03_0133.jpg,接合面積 · 螺紋牙對橫紋 133,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0134,F03_0134.jpg,力流 · 軸承鎖 134,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0135,F03_0135.jpg,試驗次數 · 牆扣路徑 135,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0136,F03_0136.jpg,年輪與受力 · 前舌不懸臂 136,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0137,F03_0137.jpg,含水率 · 花座傾覆 137,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0138,F03_0138.jpg,接合面積 · 抽板偏載 138,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0139,F03_0139.jpg,力流 · 盆底32 139,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0140,F03_0140.jpg,試驗次數 · 扶手根45 140,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0141,F03_0141.jpg,年輪與受力 · 白橡導管 141,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0142,F03_0142.jpg,含水率 · 橡膠木均質 142,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0143,F03_0143.jpg,接合面積 · 松木20mm 143,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0144,F03_0144.jpg,力流 · 山毛櫸移動 144,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0145,F03_0145.jpg,試驗次數 · 胡桃色重 145,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0146,F03_0146.jpg,年輪與受力 · 端紋封油 146,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0147,F03_0147.jpg,含水率 · 徑切 vs 弦切 147,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0148,F03_0148.jpg,接合面積 · 節疤避開受拉 148,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0149,F03_0149.jpg,力流 · 層積順紋 149,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0150,F03_0150.jpg,試驗次數 · 指接接頭 150,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0151,F03_0151.jpg,年輪與受力 · 圓榫 H7 151,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0152,F03_0152.jpg,含水率 · Domino 152,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0153,F03_0153.jpg,接合面積 · 螺紋牙對橫紋 153,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0154,F03_0154.jpg,力流 · 軸承鎖 154,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0155,F03_0155.jpg,試驗次數 · 牆扣路徑 155,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0156,F03_0156.jpg,年輪與受力 · 前舌不懸臂 156,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0157,F03_0157.jpg,含水率 · 花座傾覆 157,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0158,F03_0158.jpg,接合面積 · 抽板偏載 158,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0159,F03_0159.jpg,力流 · 盆底32 159,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0160,F03_0160.jpg,試驗次數 · 扶手根45 160,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0161,F03_0161.jpg,年輪與受力 · 白橡導管 161,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0162,F03_0162.jpg,含水率 · 橡膠木均質 162,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
