id,file,title,teaches,foundation,family
F02-0053,F02_0053.jpg,座高訓練 53,座面離地。lounge 常 380-420，餐椅 430-460。,Tilley Measure of Man / Pheasant Bodyspace,human-seat
F02-0054,F02_0054.jpg,座深訓練 54,有效座深過長，小個子膝窩會頂到。,Panero Human Dimension / Pheasant Bodyspace,human-depth
F02-0055,F02_0055.jpg,伸手訓練 55,掛衣、層板、畫具要對到第5百分位小孩與第95成人。,Tilley Measure of Man / Cranz The Chair,human-reach
F02-0056,F02_0056.jpg,後傾訓練 56,休閒椅靠背 18-22°，不是餐椅正坐。,Cranz The Chair / Postell Furniture Design,human-rake
F02-0057,F02_0057.jpg,座高訓練 57,座面離地。lounge 常 380-420，餐椅 430-460。,Tilley Measure of Man / Pheasant Bodyspace,human-seat
F02-0058,F02_0058.jpg,座深訓練 58,有效座深過長，小個子膝窩會頂到。,Panero Human Dimension / Pheasant Bodyspace,human-depth
F02-0059,F02_0059.jpg,伸手訓練 59,掛衣、層板、畫具要對到第5百分位小孩與第95成人。,Tilley Measure of Man / Cranz The Chair,human-reach
F02-0060,F02_0060.jpg,後傾訓練 60,休閒椅靠背 18-22°，不是餐椅正坐。,Cranz The Chair / Postell Furniture Design,human-rake
F02-0061,F02_0061.jpg,座高訓練 61,座面離地。lounge 常 380-420，餐椅 430-460。,Tilley Measure of Man / Pheasant Bodyspace,human-seat
F02-0062,F02_0062.jpg,座深訓練 62,有效座深過長，小個子膝窩會頂到。,Panero Human Dimension / Pheasant Bodyspace,human-depth
F02-0063,F02_0063.jpg,伸手訓練 63,掛衣、層板、畫具要對到第5百分位小孩與第95成人。,Tilley Measure of Man / Cranz The Chair,human-reach
F02-0064,F02_0064.jpg,後傾訓練 64,休閒椅靠背 18-22°，不是餐椅正坐。,Cranz The Chair / Postell Furniture Design,human-rake
F02-0065,F02_0065.jpg,座高訓練 65,座面離地。lounge 常 380-420，餐椅 430-460。,Tilley Measure of Man / Pheasant Bodyspace,human-seat
F02-0066,F02_0066.jpg,座深訓練 66,有效座深過長，小個子膝窩會頂到。,Panero Human Dimension / Pheasant Bodyspace,human-depth
F02-0067,F02_0067.jpg,伸手訓練 67,掛衣、層板、畫具要對到第5百分位小孩與第95成人。,Tilley Measure of Man / Cranz The Chair,human-reach
F02-0068,F02_0068.jpg,後傾訓練 68,休閒椅靠背 18-22°，不是餐椅正坐。,Cranz The Chair / Postell Furniture Design,human-rake
F02-0069,F02_0069.jpg,座高訓練 69,座面離地。lounge 常 380-420，餐椅 430-460。,Tilley Measure of Man / Pheasant Bodyspace,human-seat
F02-0070,F02_0070.jpg,座深訓練 70,有效座深過長，小個子膝窩會頂到。,Panero Human Dimension / Pheasant Bodyspace,human-depth
F02-0071,F02_0071.jpg,伸手訓練 71,掛衣、層板、畫具要對到第5百分位小孩與第95成人。,Tilley Measure of Man / Cranz The Chair,human-reach
F02-0072,F02_0072.jpg,後傾訓練 72,休閒椅靠背 18-22°，不是餐椅正坐。,Cranz The Chair / Postell Furniture Design,human-rake
F02-0073,F02_0073.jpg,座高訓練 73,座面離地。lounge 常 380-420，餐椅 430-460。,Tilley Measure of Man / Pheasant Bodyspace,human-seat
F02-0074,F02_0074.jpg,座深訓練 74,有效座深過長，小個子膝窩會頂到。,Panero Human Dimension / Pheasant Bodyspace,human-depth
F02-0075,F02_0075.jpg,伸手訓練 75,掛衣、層板、畫具要對到第5百分位小孩與第95成人。,Tilley Measure of Man / Cranz The Chair,human-reach
F02-0076,F02_0076.jpg,後傾訓練 76,休閒椅靠背 18-22°，不是餐椅正坐。,Cranz The Chair / Postell Furniture Design,human-rake
F02-0077,F02_0077.jpg,座高訓練 77,座面離地。lounge 常 380-420，餐椅 430-460。,Tilley Measure of Man / Pheasant Bodyspace,human-seat
F02-0078,F02_0078.jpg,座深訓練 78,有效座深過長，小個子膝窩會頂到。,Panero Human Dimension / Pheasant Bodyspace,human-depth
F02-0079,F02_0079.jpg,伸手訓練 79,掛衣、層板、畫具要對到第5百分位小孩與第95成人。,Tilley Measure of Man / Cranz The Chair,human-reach
F02-0080,F02_0080.jpg,後傾訓練 80,休閒椅靠背 18-22°，不是餐椅正坐。,Cranz The Chair / Postell Furniture Design,human-rake
F02-0081,F02_0081.jpg,控制線 01,先有線，再有面。,Ching Form Space and Order,form-line
F02-0082,F02_0082.jpg,比例校核 02,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0083,F02_0083.jpg,倒圓 03,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0084,F02_0084.jpg,木色家族 04,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0085,F02_0085.jpg,場景尺度 05,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0086,F02_0086.jpg,控制線 06,先有線，再有面。,Ching Form Space and Order,form-line
F02-0087,F02_0087.jpg,比例校核 07,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0088,F02_0088.jpg,倒圓 08,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0089,F02_0089.jpg,木色家族 09,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0090,F02_0090.jpg,場景尺度 10,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0091,F02_0091.jpg,控制線 11,先有線，再有面。,Ching Form Space and Order,form-line
F02-0092,F02_0092.jpg,比例校核 12,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0093,F02_0093.jpg,倒圓 13,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0094,F02_0094.jpg,木色家族 14,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0095,F02_0095.jpg,場景尺度 15,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0096,F02_0096.jpg,控制線 16,先有線，再有面。,Ching Form Space and Order,form-line
F02-0097,F02_0097.jpg,比例校核 17,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0098,F02_0098.jpg,倒圓 18,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0099,F02_0099.jpg,木色家族 19,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0100,F02_0100.jpg,場景尺度 20,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0101,F02_0101.jpg,控制線 21,先有線，再有面。,Ching Form Space and Order,form-line
F02-0102,F02_0102.jpg,比例校核 22,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0103,F02_0103.jpg,倒圓 23,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0104,F02_0104.jpg,木色家族 24,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0105,F02_0105.jpg,場景尺度 25,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0106,F02_0106.jpg,控制線 26,先有線，再有面。,Ching Form Space and Order,form-line
F02-0107,F02_0107.jpg,比例校核 27,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0108,F02_0108.jpg,倒圓 28,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0109,F02_0109.jpg,木色家族 29,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0110,F02_0110.jpg,場景尺度 30,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0111,F02_0111.jpg,控制線 31,先有線，再有面。,Ching Form Space and Order,form-line
F02-0112,F02_0112.jpg,比例校核 32,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0113,F02_0113.jpg,倒圓 33,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0114,F02_0114.jpg,木色家族 34,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0115,F02_0115.jpg,場景尺度 35,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0116,F02_0116.jpg,控制線 36,先有線，再有面。,Ching Form Space and Order,form-line
F02-0117,F02_0117.jpg,比例校核 37,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0118,F02_0118.jpg,倒圓 38,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0119,F02_0119.jpg,木色家族 39,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0120,F02_0120.jpg,場景尺度 40,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0121,F02_0121.jpg,控制線 41,先有線，再有面。,Ching Form Space and Order,form-line
F02-0122,F02_0122.jpg,比例校核 42,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0123,F02_0123.jpg,倒圓 43,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0124,F02_0124.jpg,木色家族 44,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0125,F02_0125.jpg,場景尺度 45,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0126,F02_0126.jpg,控制線 46,先有線，再有面。,Ching Form Space and Order,form-line
F02-0127,F02_0127.jpg,比例校核 47,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0128,F02_0128.jpg,倒圓 48,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0129,F02_0129.jpg,木色家族 49,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0130,F02_0130.jpg,場景尺度 50,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0131,F02_0131.jpg,控制線 51,先有線，再有面。,Ching Form Space and Order,form-line
F02-0132,F02_0132.jpg,比例校核 52,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0133,F02_0133.jpg,倒圓 53,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0134,F02_0134.jpg,木色家族 54,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0135,F02_0135.jpg,場景尺度 55,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0136,F02_0136.jpg,控制線 56,先有線，再有面。,Ching Form Space and Order,form-line
F02-0137,F02_0137.jpg,比例校核 57,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0138,F02_0138.jpg,倒圓 58,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0139,F02_0139.jpg,木色家族 59,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0140,F02_0140.jpg,場景尺度 60,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0141,F02_0141.jpg,控制線 61,先有線，再有面。,Ching Form Space and Order,form-line
F02-0142,F02_0142.jpg,比例校核 62,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0143,F02_0143.jpg,倒圓 63,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0144,F02_0144.jpg,木色家族 64,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0145,F02_0145.jpg,場景尺度 65,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0146,F02_0146.jpg,控制線 66,先有線，再有面。,Ching Form Space and Order,form-line
F02-0147,F02_0147.jpg,比例校核 67,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0148,F02_0148.jpg,倒圓 68,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0149,F02_0149.jpg,木色家族 69,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0150,F02_0150.jpg,場景尺度 70,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0151,F02_0151.jpg,控制線 71,先有線，再有面。,Ching Form Space and Order,form-line
F02-0152,F02_0152.jpg,比例校核 72,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0153,F02_0153.jpg,倒圓 73,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0154,F02_0154.jpg,木色家族 74,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0155,F02_0155.jpg,場景尺度 75,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0156,F02_0156.jpg,控制線 76,先有線，再有面。,Ching Form Space and Order,form-line
F02-0157,F02_0157.jpg,比例校核 77,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0158,F02_0158.jpg,倒圓 78,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0159,F02_0159.jpg,木色家族 79,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0160,F02_0160.jpg,場景尺度 80,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0161,F02_0161.jpg,控制線 81,先有線，再有面。,Ching Form Space and Order,form-line
F02-0162,F02_0162.jpg,比例校核 82,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0163,F02_0163.jpg,倒圓 83,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0164,F02_0164.jpg,木色家族 84,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0165,F02_0165.jpg,場景尺度 85,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0166,F02_0166.jpg,控制線 86,先有線，再有面。,Ching Form Space and Order,form-line
F02-0167,F02_0167.jpg,比例校核 87,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0168,F02_0168.jpg,倒圓 88,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0169,F02_0169.jpg,木色家族 89,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0170,F02_0170.jpg,場景尺度 90,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0171,F02_0171.jpg,控制線 91,先有線，再有面。,Ching Form Space and Order,form-line
F02-0172,F02_0172.jpg,比例校核 92,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0173,F02_0173.jpg,倒圓 93,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0174,F02_0174.jpg,木色家族 94,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0175,F02_0175.jpg,場景尺度 95,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0176,F02_0176.jpg,控制線 96,先有線，再有面。,Ching Form Space and Order,form-line
F02-0177,F02_0177.jpg,比例校核 97,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0178,F02_0178.jpg,倒圓 98,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0179,F02_0179.jpg,木色家族 99,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0180,F02_0180.jpg,場景尺度 100,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0181,F02_0181.jpg,控制線 101,先有線，再有面。,Ching Form Space and Order,form-line
F02-0182,F02_0182.jpg,比例校核 102,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0183,F02_0183.jpg,倒圓 103,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0184,F02_0184.jpg,木色家族 104,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0185,F02_0185.jpg,場景尺度 105,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0186,F02_0186.jpg,控制線 106,先有線，再有面。,Ching Form Space and Order,form-line
F02-0187,F02_0187.jpg,比例校核 107,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0188,F02_0188.jpg,倒圓 108,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0189,F02_0189.jpg,木色家族 109,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0190,F02_0190.jpg,場景尺度 110,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0191,F02_0191.jpg,控制線 111,先有線，再有面。,Ching Form Space and Order,form-line
F02-0192,F02_0192.jpg,比例校核 112,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0193,F02_0193.jpg,倒圓 113,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0194,F02_0194.jpg,木色家族 114,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0195,F02_0195.jpg,場景尺度 115,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0196,F02_0196.jpg,控制線 116,先有線，再有面。,Ching Form Space and Order,form-line
F02-0197,F02_0197.jpg,比例校核 117,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0198,F02_0198.jpg,倒圓 118,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0199,F02_0199.jpg,木色家族 119,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0200,F02_0200.jpg,場景尺度 120,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0201,F02_0201.jpg,控制線 121,先有線，再有面。,Ching Form Space and Order,form-line
F02-0202,F02_0202.jpg,比例校核 122,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0203,F02_0203.jpg,倒圓 123,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0204,F02_0204.jpg,木色家族 124,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0205,F02_0205.jpg,場景尺度 125,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0206,F02_0206.jpg,控制線 126,先有線，再有面。,Ching Form Space and Order,form-line
F02-0207,F02_0207.jpg,比例校核 127,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0208,F02_0208.jpg,倒圓 128,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0209,F02_0209.jpg,木色家族 129,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0210,F02_0210.jpg,場景尺度 130,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0211,F02_0211.jpg,控制線 131,先有線，再有面。,Ching Form Space and Order,form-line
F02-0212,F02_0212.jpg,比例校核 132,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
